,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,43.53703923225403,1.360670329697485,0.4065009593963623,0.04848113457275467,0.01,{'model__C': 0.01},0.883355,0.881925,0.88382,0.882565,0.8833094165470827,0.8829948833094164,0.0006691610713417355,4
1,33.89800524711609,17.153547154062846,0.5133874893188477,0.4141320487007673,0.1,{'model__C': 0.1},0.91087,0.90897,0.910085,0.9089,0.9090945454727274,0.9095839090945453,0.0007732030383991752,3
2,29.36087555885315,5.144196877667453,1.0139081001281738,0.19405432720896396,1.0,{'model__C': 1},0.91947,0.9169,0.919105,0.918535,0.9189745948729744,0.9185969189745948,0.0008996025628321397,2
3,32.36770482063294,7.997814022857322,0.2355903148651123,0.1724686199279389,10.0,{'model__C': 10},0.91911,0.91774,0.919275,0.91866,0.9190445952229761,0.9187659190445953,0.0005511704392465454,1
